postcode,locality,state
5157,KANGARILLA,SA
2460,KANGAROO CREEK,NSW
2846,KANGAROO FLAT,NSW
3555,KANGAROO FLAT,VIC
5118,KANGAROO FLAT,SA
3097,KANGAROO GROUND,VIC
6255,KANGAROO GULLY,WA
5222,KANGAROO HEAD,SA
5280,KANGAROO INN,SA
2224,KANGAROO POINT,NSW
4169,KANGAROO POINT,QLD
2577,KANGAROO VALLEY,NSW
2800,KANGAROOBIE,NSW
2582,KANGIARA,NSW
2258,KANGY ANGY,NSW
4570,KANIGAN,QLD
2790,KANIMBLA,NSW
4870,KANIMBLA,QLD
3419,KANIVA,VIC
5252,KANMANTOO,SA
5330,KANNI,SA
2550,KANOONA,NSW
6431,KANOWNA,WA
872,KANPA,WA
872,KANPI,SA
3719,KANUMBRA,VIC
2259,KANWAL,NSW
3381,KANYA,VIC
3387,KANYA,VIC
5434,KANYAKA,SA
3564,KANYAPELLA,VIC
7150,KAOOTA,TAS
4630,KAPALDO,QLD
5632,KAPINNIE,SA
2661,KAPOOKA,NSW
5670,KAPPAWANTA,SA
5373,KAPUNDA,SA
2390,KAPUTAR,NSW
2429,KARAAK FLAT,NSW
2620,KARABAR,NSW
3294,KARABEAL,VIC
6044,KARAKIN,WA
4306,KARALEE,QLD
6642,KARALUNDI,WA
812,KARAMA,NT
813,KARAMA,NT
4306,KARANA DOWNS,QLD
2450,KARANGI,NSW
7140,KARANJA,TAS
4352,KARARA,QLD
5223,KARATTA,SA
6152,KARAWARA,WA
4117,KARAWATHA,QLD
5654,KARCULTABY,SA
3951,KARDELLA,VIC
3950,KARDELLA SOUTH,VIC
6163,KARDINYA,WA
2232,KAREELA,NSW
3260,KARIAH,VIC
6751,KARIJINI,WA
3199,KARINGAL,VIC
3199,KARINGAL CENTRE,VIC
2250,KARIONG,NSW
5607,KARKOO,SA
5632,KARKOO,SA
6358,KARLGARIN,WA
6430,KARLKURLA,WA
6479,KARLONING,WA
6530,KARLOO,WA
3401,KARNAK,VIC
6176,KARNUP,WA
7267,KAROOLA,TAS
5307,KAROONDA,SA
4306,KARRABIN,QLD
4184,KARRAGARRA ISLAND,QLD
6111,KARRAGULLEN,WA
6010,KARRAKATTA,WA
6122,KARRAKUP,WA
6429,KARRAMINDIE,WA
3631,KARRAMOMUS,VIC
6460,KARRANADGIN,WA
6714,KARRATHA,WA
6714,KARRATHA INDUSTRIAL ESTATE,WA
6288,KARRIDALE,WA
6018,KARRINYUP,WA
6921,KARRINYUP,WA
4871,KARRON,QLD
6472,KARROUN HILL,WA
2337,KARS SPRINGS,NSW
5304,KARTE,SA
5307,KARTE,SA
2324,KARUAH,NSW
4891,KARUMBA,QLD
3483,KARYRIE,VIC
3649,KATAMATITE,VIC
3649,KATAMATITE EAST,VIC
3634,KATANDRA,VIC
3634,KATANDRA WEST,VIC
6317,KATANNING,WA
5343,KATARAPKO,SA
850,KATHERINE,NT
851,KATHERINE,NT
852,KATHERINE,NT
850,KATHERINE EAST,NT
850,KATHERINE SOUTH,NT
2780,KATOOMBA,NSW
2780,KATOOMBA DC,NSW
6401,KATRINE,WA
3640,KATUNGA,VIC
5611,KATUNGA STATION,SA
6302,KAURING,WA
4701,KAWANA,QLD
4575,KAWANA WATERS,QLD
3249,KAWARREN,VIC
4612,KAWL KAWL,QLD
4655,KAWUNGAN,QLD
7270,KAYENA,TAS
2333,KAYUGA,NSW
3021,KEALBA,VIC
6280,KEALY,WA
4350,KEARNEYS SPRING,QLD
2558,KEARNS,NSW
2325,KEARSLEY,NSW
6335,KEBARINGUP,WA
4031,KEDRON,QLD
4055,KEDRON UPPER,QLD
2787,KEDUMBA,NSW
4806,KEEBAH,QLD
4215,KEEBRA PARK,QLD
3568,KEELY,VIC
2340,KEEPIT,NSW
2404,KEERA,NSW
2480,KEERRONG,NSW
5275,KEILIRA,SA
3036,KEILOR,VIC
3038,KEILOR DOWNS,VIC
3033,KEILOR EAST,VIC
3038,KEILOR LODGE,VIC
3036,KEILOR NORTH,VIC
3042,KEILOR PARK,VIC
2320,KEINBAH,NSW
2500,KEIRAVILLE,NSW
5267,KEITH,SA
2478,KEITH HALL,NSW
2849,KELGOOLA,NSW
3393,KELLALAC,VIC
6410,KELLERBERRIN,WA
7176,KELLEVIE,TAS
5607,KELLIDIE BAY,SA
5641,KELLY,SA
2350,KELLYS PLAINS,NSW
2155,KELLYVILLE,NSW
2155,KELLYVILLE RIDGE,NSW
6111,KELMSCOTT,WA
6991,KELMSCOTT,WA
6111,KELMSCOTT DC,WA
6997,KELMSCOTT DC,WA
4800,KELSEY CREEK,QLD
2795,KELSO,NSW
4815,KELSO,QLD
7270,KELSO,TAS
2380,KELVIN,NSW
4059,KELVIN GROVE,QLD
4059,KELVIN GROVE BC,QLD
4059,KELVIN GROVE DC,QLD
3666,KELVIN VIEW,VIC
4401,KELVINHAUGH,QLD
2526,KEMBLA GRANGE,NSW
2526,KEMBLA HEIGHTS,NSW
2505,KEMBLAWARRA,NSW
4742,KEMMIS,QLD
4703,KEMP BEACH,QLD
2178,KEMPS CREEK,NSW
2440,KEMPSEY,NSW
2442,KEMPSEY MSC,NSW
2583,KEMPTON,NSW
7030,KEMPTON,TAS
2439,KENDALL,NSW
6323,KENDENUP,WA
2396,KENEBRI,NSW
4574,KENILWORTH,QLD
3597,KENLEY,VIC
3395,KENMARE,VIC
6316,KENMARE,WA
4069,KENMORE,QLD
4069,KENMORE DC,QLD
4069,KENMORE EAST,QLD
4069,KENMORE HILLS,QLD
2449,KENNAICLE CREEK,NSW
4816,KENNEDY,QLD
6701,KENNEDY RANGE,WA
3239,KENNEDYS CREEK,VIC
3221,KENNETT RIVER,VIC
3234,KENNETT RIVER,VIC
3550,KENNINGTON,VIC
2911,KENNY,ACT
1465,KENSINGTON,NSW
2033,KENSINGTON,NSW
3031,KENSINGTON,VIC
4670,KENSINGTON,QLD
5068,KENSINGTON,SA
6151,KENSINGTON,WA
5068,KENSINGTON GARDENS,SA
4341,KENSINGTON GROVE,QLD
5068,KENSINGTON PARK,SA
5067,KENT TOWN,SA
5071,KENT TOWN,SA
5071,KENT TOWN DC,SA
6333,KENTDALE,WA
2156,KENTHURST,NSW
2560,KENTLYN,NSW
5233,KENTON VALLEY,SA
4309,KENTS LAGOON,QLD
4310,KENTS POCKET,QLD
2354,KENTUCKY,NSW
2354,KENTUCKY SOUTH,NSW
4341,KENTVILLE,QLD
6107,KENWICK,WA
2586,KENYU,NSW
3073,KEON PARK,VIC
5259,KEPA,SA
4054,KEPERRA,QLD
4670,KEPNOCK,QLD
4702,KEPPEL SANDS,QLD
5271,KEPPOCH,SA
6182,KERALUP,WA
3579,KERANG,VIC
3579,KERANG EAST,VIC
2439,KEREWONG,NSW
3691,KERGUNYAH,VIC
3691,KERGUNYAH SOUTH,VIC
2711,KERI KERI,NSW
4875,KERIRI ISLAND,QLD
3979,KERNOT,VIC
2328,KERRABEE,NSW
3434,KERRIE,VIC
2835,KERRIGUNDI,NSW
3129,KERRIMUIR,VIC
3660,KERRISDALE,VIC
2800,KERRS CREEK,NSW
4285,KERRY,QLD
4226,KERRYDALE,QLD
5231,KERSBROOK,SA
5035,KESWICK,SA
5035,KESWICK TERMINAL,SA
7155,KETTERING,TAS
3723,KEVINGTON,VIC
2439,KEW,NSW
3101,KEW,VIC
3102,KEW EAST,VIC
4879,KEWARRA BEACH,QLD
6105,KEWDALE,WA
3390,KEWELL,VIC
2460,KEYBARBIN,NSW
2469,KEYBARBIN,NSW
5353,KEYNETON,SA
3173,KEYSBOROUGH,VIC
6126,KEYSBROOK,WA
4612,KEYSLAND,QLD
4581,K'GARI,QLD
2642,KHANCOBAN,NSW
2429,KHATAMBUHL,NSW
4306,KHOLO,QLD
4723,KHOSH BULDUK,QLD
5261,KI KI,SA
2422,KIA ORA,NSW
4570,KIA ORA,QLD
2877,KIACATOO,NSW
2551,KIAH,NSW
2583,KIALLA,NSW
3631,KIALLA,VIC
3631,KIALLA EAST,VIC
3631,KIALLA WEST,VIC
2533,KIAMA,NSW
2533,KIAMA DOWNS,NSW
2533,KIAMA HEIGHTS,NSW
4560,KIAMBA,QLD
5607,KIANA,SA
2629,KIANDRA,NSW
2546,KIANGA,NSW
4718,KIANGA,QLD
2259,KIAR,NSW
6054,KIARA,WA
3418,KIATA,VIC
2830,KICKABIL,NSW
4574,KIDAMAN CREEK,QLD
5025,KIDMAN PARK,SA
4871,KIDSTON,QLD
5642,KIELPA,SA
4559,KIELS MOUNTAIN,QLD
2484,KIELVALE,NSW
3691,KIEWA,VIC
2594,KIKIAMAH,NSW
2669,KIKOIRA,NSW
2283,KILABEN BAY,NSW
4354,KILBIRNIE,QLD
5084,KILBURN,SA
5084,KILBURN NORTH,SA
4515,KILCOY,QLD
4721,KILCUMMIN,QLD
3995,KILCUNDA,VIC
3673,KILFEERA,VIC
873,KILGARIFF,NT
2472,KILGIN,NSW
2474,KILGRA,NSW
5009,KILKENNY,SA
4600,KILKIVAN,QLD
2429,KILLABAKH,NSW
4877,KILLALOE,QLD
2071,KILLARA,NSW
3312,KILLARA,VIC
3691,KILLARA,VIC
3283,KILLARNEY,VIC
4373,KILLARNEY,QLD
2087,KILLARNEY HEIGHTS,NSW
2261,KILLARNEY VALE,NSW
2429,KILLAWARRA,NSW
3678,KILLAWARRA,VIC
2257,KILLCARE,NSW
2257,KILLCARE HEIGHTS,NSW
7255,KILLIECRANKIE,TAS
2449,KILLIEKRANKIE,NSW
2720,KILLIMICAT,NSW
2278,KILLINGWORTH,NSW
3717,KILLINGWORTH,VIC
2795,KILLONGBUTTA,NSW
7150,KILLORA,TAS
3851,KILMANY,VIC
3764,KILMORE,VIC
3764,KILMORE EAST,VIC
4465,KILMOREY FALLS,QLD
3137,KILSYTH,VIC
3137,KILSYTH SOUTH,VIC
5641,KIMBA,SA
4873,KIMBERLEY,QLD
7304,KIMBERLEY,TAS
4128,KIMBERLEY PARK,QLD
3551,KIMBOLTON,VIC
6728,KIMBOLTON,WA
2429,KIMBRIKI,NSW
4571,KIN KIN,QLD
4680,KIN KORA,QLD
2880,KINALUNG,NSW
4601,KINBOMBI,QLD
4741,KINCHANT DAM,QLD
2440,KINCHELA,NSW
4356,KINCORA,QLD
2251,KINCUMBER,NSW
2251,KINCUMBER SOUTH,NSW
2446,KINDEE,NSW
2622,KINDERVALE,NSW
4390,KINDON,QLD
7310,KINDRED,TAS
854,KING ASH BAY,NT
2446,KING CREEK,NSW
6728,KING LEOPOLD RANGES,WA
6330,KING RIVER,WA
4521,KING SCRUB,QLD
3678,KING VALLEY,VIC
4515,KINGAHAM,QLD
4610,KINGAROY,QLD
4610,KINGAROY DC,QLD
4655,KINGFISHER BAY,QLD
4655,KINGFISHER BAY RESORT,QLD
2259,KINGFISHER SHORES,NSW
2540,KINGHORNE,NSW
3763,KINGLAKE,VIC
3757,KINGLAKE CENTRAL,VIC
3757,KINGLAKE WEST,VIC
5710,KINGOONYA,SA
5719,KINGOONYA,SA
3517,KINGOWER,VIC
4551,KINGS BEACH,QLD
2429,KINGS CREEK,NSW
4361,KINGS CREEK,QLD
872,KINGS CREEK STATION,NT
1340,KINGS CROSS,NSW
2011,KINGS CROSS,NSW
2487,KINGS FOREST,NSW
2324,KINGS HILL,NSW
2147,KINGS LANGLEY,NSW
7249,KINGS MEADOWS,TAS
2148,KINGS PARK,NSW
3021,KINGS PARK,VIC
5034,KINGS PARK,SA
6005,KINGS PARK,WA
2360,KINGS PLAINS,NSW
2799,KINGS PLAINS,NSW
2539,KINGS POINT,NSW
4401,KINGS SIDING,QLD
3083,KINGSBURY,VIC
2487,KINGSCLIFF,NSW
5223,KINGSCOTE,SA
2580,KINGSDALE,NSW
2118,KINGSDENE,NSW
2032,KINGSFORD,NSW
5118,KINGSFORD,SA
6701,KINGSFORD,WA
2370,KINGSGATE,NSW
1480,KINGSGROVE,NSW
2208,KINGSGROVE,NSW
1484,KINGSGROVE DC,NSW
2208,KINGSGROVE DC,NSW
4208,KINGSHOLME,QLD
2370,KINGSLAND,NSW
6026,KINGSLEY,WA
4400,KINGSTHORPE,QLD
2604,KINGSTON,ACT
3364,KINGSTON,VIC
4114,KINGSTON,QLD
6256,KINGSTON,WA
7050,KINGSTON,TAS
7051,KINGSTON,TAS
7050,KINGSTON BEACH,TAS
5331,KINGSTON ON MURRAY,SA
5049,KINGSTON PARK,SA
5275,KINGSTON SE,SA
5331,KINGSTON-ON-MURRAY,SA
2358,KINGSTOWN,NSW
2587,KINGSVALE,NSW
3012,KINGSVILLE,VIC
3012,KINGSVILLE WEST,VIC
6065,KINGSWAY,WA
2208,KINGSWAY WEST,NSW
2340,KINGSWOOD,NSW
2550,KINGSWOOD,NSW
2747,KINGSWOOD,NSW
5062,KINGSWOOD,SA
4703,KINKA BEACH,QLD
4670,KINKUNA,QLD
4613,KINLEYMORE,QLD
3483,KINNABULLA,VIC
4420,KINNOUL,QLD
6028,KINROSS,WA
872,KINTORE,NT
2478,KINVARA,NSW
3520,KINYPANIAL,VIC
2539,KIOLOA,NSW
4498,KIOMA,QLD
2537,KIORA,NSW
2441,KIPPARA,NSW
4021,KIPPA-RING,QLD
2615,KIPPAX,ACT
2615,KIPPAX CENTRE,ACT
2429,KIPPAXS,NSW
2469,KIPPENDUFF,NSW
6370,KIRK ROCK,WA
6372,KIRK ROCK,WA
5022,KIRKCALDY,SA
2795,KIRKCONNELL,NSW
2570,KIRKHAM,NSW
4806,KIRKNIE,QLD
3283,KIRKSTALL,VIC
4680,KIRKWOOD,QLD
4225,KIRRA,QLD
4872,KIRRAMA,QLD
2232,KIRRAWEE,NSW
2232,KIRRAWEE DC,NSW
2061,KIRRIBILLI,NSW
5606,KIRTON POINT,SA
6251,KIRUP,WA
4817,KIRWAN,QLD
3608,KIRWANS BRIDGE,VIC
2325,KITCHENER,NSW
3666,KITHBROOK,VIC
4605,KITOBA,QLD
2430,KIWARRAK,NSW
872,KIWIRRKURRA,WA
4352,KLEINTON,QLD
5087,KLEMZIG,SA
2346,KLORI,NSW
4285,KNAPP CREEK,QLD
3286,KNEBSWORTH,VIC
2577,KNIGHTS HILL,NSW
2479,KNOCKROW,NSW
3723,KNOCKWOOD,VIC
2424,KNORRIT FLAT,NSW
2424,KNORRIT FOREST,NSW
3523,KNOWSLEY,VIC
3152,KNOX CITY CENTRE,VIC
3180,KNOXFIELD,VIC
828,KNUCKEY LAGOON,NT
4871,KOAH,QLD
4881,KOAH,QLD
3260,KOALLAH,VIC
4520,KOBBLE CREEK,QLD
3660,KOBYBOYN,VIC
3704,KOETONG,VIC
4406,KOGAN,QLD
1485,KOGARAH,NSW
2217,KOGARAH,NSW
2217,KOGARAH BAY,NSW
5223,KOHINOOR,SA
6328,KOJANEERUP SOUTH,WA
6532,KOJARENA,WA
6395,KOJONUP,WA
5717,KOKATHA,SA
6304,KOKEBY,WA
4702,KOKOTUNGO,QLD
5717,KOLENDO,SA
2430,KOLODONG,NSW
4671,KOLONGA,QLD
2403,KOLOONA,NSW
3265,KOLORA,VIC
2580,KOMUNGLA,NSW
6367,KONDININ,WA
5717,KONDOOLKA,SA
6605,KONDUT,WA
5270,KONGAL,SA
5353,KONGOLIA,SA
5291,KONGORONG,SA
3951,KONGWAK,VIC
6603,KONNONGORRING,WA
3315,KONONGWOOTONG,VIC
3981,KOO WEE RUP,VIC
3981,KOO WEE RUP NORTH,VIC
2680,KOOBA,NSW
6510,KOOJAN,WA
2370,KOOKABOOKRA,NSW
6431,KOOKYNIE,WA
6733,KOOLAN ISLAND,WA
6623,KOOLANOOKA,WA
2256,KOOLEWONG,NSW
5661,KOOLGERA,SA
2460,KOOLKHAN,NSW
3597,KOOLOONONG,VIC
822,KOOLPINYAH,NT
5464,KOOLUNGA,SA
6427,KOOLYANOBBING,WA
5575,KOOLYWURTIE,SA
6461,KOOMBERKINE,WA
4872,KOOMBOOLOOMBA,QLD
5440,KOONAMORE,SA
2530,KOONAWARRA,NSW
3669,KOONDA,VIC
6064,KOONDOOLA,WA
3580,KOONDROOK,VIC
4701,KOONGAL,QLD
6056,KOONGAMIA,WA
5650,KOONGAWA,SA
5690,KOONIBBA,SA
3644,KOONOOMOO,VIC
5417,KOONOONA,SA
2480,KOONORIGAN,NSW
5373,KOONUNGA,SA
3954,KOONWARRA,VIC
7187,KOONYA,TAS
2482,KOONYUM RANGE,NSW
2304,KOORAGANG,NSW
2430,KOORAINGHAT,NSW
4285,KOORALBYN,QLD
4402,KOORALGIN,QLD
2807,KOORAWATHA,NSW
6475,KOORDA,WA
3477,KOOREH,VIC
3478,KOOREH,VIC
5279,KOORINE,SA
2650,KOORINGAL,NSW
4025,KOORINGAL,QLD
3501,KOORLONG,VIC
3844,KOORNALLA,VIC
3364,KOOROOCHEANG,VIC
3860,KOOROOL,VIC
3953,KOOROOMAN,VIC
4854,KOOROOMOOL,QLD
5558,KOOROONA,SA
4357,KOOROONGARRA,QLD
2454,KOOROOWI,NSW
5713,KOOTABERRA,SA
2352,KOOTINGAL,NSW
3144,KOOYONG,VIC
5271,KOPPAMURRA,SA
5607,KOPPIO,SA
2735,KORALEIGH,NSW
6415,KORBEL,WA
6333,KORDABUP,WA
2476,KOREELAH,NSW
3714,KORIELLA,VIC
3341,KOROBEIT,VIC
3282,KOROIT,VIC
3520,KORONG VALE,VIC
3579,KOROOP,VIC
2450,KORORA,NSW
6485,KORRELOCKING,WA
3979,KORRINE,VIC
3950,KORUMBURRA,VIC
3950,KORUMBURRA SOUTH,VIC
5502,KORUNYE,SA
3461,KORWEINGUBOORA,VIC
2624,KOSCIUSKO,NSW
2627,KOSCIUSKO,NSW
2627,KOSCIUSKO NATIONAL PARK,NSW
2627,KOSCIUSZKO,NSW
2627,KOSCIUSZKO NATIONAL PARK,NSW
2289,KOTARA,NSW
2305,KOTARA EAST,NSW
2289,KOTARA FAIR,NSW
2289,KOTARA SOUTH,NSW
3565,KOTTA,VIC
3638,KOTUPNA,VIC
4738,KOUMALA,QLD
4871,KOWANYAMA,QLD
4892,KOWANYAMA,QLD
4660,KOWBI,QLD
2620,KOWEN,ACT
2620,KOWEN FOREST,ACT
4415,KOWGURAN,QLD
2787,KOWMUNG,NSW
4872,KOWROWA,QLD
3622,KOYUGA,VIC
3621,KOYUGA SOUTH,VIC
4413,KRAGRA,QLD
2429,KRAMBACH,NSW
2622,KRAWARREE,NSW
2460,KREMNOS,NSW
5304,KRINGIN,SA
5352,KRONDORF,SA
5278,KRONGART,SA
6330,KRONKUP,WA
3945,KROWERA,VIC
4875,KUBIN,QLD
4875,KUBIN VILLAGE,QLD
2655,KUBURA,NSW
6290,KUDARDUP,WA
5115,KUDLA,SA
6353,KUENDER,WA
5172,KUITPO,SA
5201,KUITPO,SA
5172,KUITPO COLONY,SA
6352,KUKERIN,WA
4560,KULANGOOR,QLD
872,KULGERA,NT
4309,KULGUN,QLD
6244,KULIKUP,WA
6365,KULIN,WA
6365,KULIN WEST,WA
6470,KULJA,WA
5307,KULKAMI,SA
4660,KULLOGUM,QLD
2250,KULNURA,NSW
5552,KULPARA,SA
5555,KULPARA,SA
4352,KULPI,QLD
4558,KULUIN,QLD
2835,KULWIN,NSW
3490,KULWIN,VIC
6642,KUMARINA,WA
4405,KUMBARILLA,QLD
4610,KUMBIA,QLD
2730,KUNAMA,NSW
3585,KUNAT,VIC
4556,KUNDA PARK,QLD
2441,KUNDABUNG,NSW
6770,KUNDAT DJARU,WA
2429,KUNDIBAKH,NSW
2430,KUNDLE KUNDLE,NSW
2460,KUNGALA,NSW
2484,KUNGHUR,NSW
2484,KUNGHUR CREEK,NSW
4615,KUNIOON,QLD
6375,KUNJIN,WA
872,KUNPARRKA,NT
6489,KUNUNOPPIN,WA
6743,KUNUNURRA,WA
4702,KUNWARARA,QLD
3930,KUNYUNG,VIC
6765,KUPARTIYA,WA
4405,KUPUNN,QLD
4112,KURABY,QLD
4872,KURANDA,QLD
4881,KURANDA,QLD
4560,KUREELPA,QLD
4885,KUREEN,QLD
4824,KURIDALA,QLD
2757,KURMOND,NSW
6431,KURNALPI,WA
2231,KURNELL,NSW
2089,KURRABA POINT,NSW
3518,KURRACA,VIC
3518,KURRACA WEST,VIC
2758,KURRAJONG,NSW
2758,KURRAJONG HEIGHTS,NSW
2758,KURRAJONG HILLS,NSW
5037,KURRALTA PARK,SA
6375,KURRENKUTTEN,WA
2327,KURRI KURRI,NSW
4871,KURRIMINE BEACH,QLD
4352,KURROWAH,QLD
3517,KURTING,VIC
4388,KURUMBUL,QLD
3337,KURUNJANG,VIC
4503,KURWONGBAH,QLD
4741,KUTTABUL,QLD
6306,KWEDA,WA
6490,KWELKAN,WA
6966,KWINANA,WA
6167,KWINANA BEACH,WA
6167,KWINANA TOWN CENTRE,WA
6385,KWOLYIN,WA
3621,KY VALLEY,VIC
3621,KY WEST,VIC
3619,KYABRAM,VIC
3620,KYABRAM,VIC
3620,KYABRAM SOUTH,VIC
2715,KYALITE,NSW
2734,KYALITE,NSW
5651,KYANCUTTA,SA
2460,KYARRAN,NSW
2631,KYBEYAN,NSW
4570,KYBONG,QLD
5453,KYBUNGA,SA
5262,KYBYBOLITE,SA
2650,KYEAMBA,NSW
5172,KYEEMA,SA
2216,KYEEMAGH,NSW
2221,KYLE BAY,NSW
3444,KYNETON,VIC
3444,KYNETON SOUTH,VIC
2484,KYNNUMBOON,NSW
4823,KYNUNA,QLD
2474,KYOGLE,NSW
4380,KYOOMBA,QLD
3621,KYVALLEY,VIC
2700,KYWONG,NSW
2036,LA PEROUSE,NSW
3083,LA TROBE UNIVERSITY,VIC
3086,LA TROBE UNIVERSITY,VIC
3463,LAANECOORIE,VIC
3265,LAANG,VIC
3816,LABERTOUCHE,VIC
4215,LABRADOR,QLD
3130,LABURNUM,VIC
3678,LACEBY,VIC
4521,LACEYS CREEK,QLD
7140,LACHLAN,TAS
7255,LACKRANA,TAS
2720,LACMALAC,NSW
2581,LADE VALE,NSW
7255,LADY BARRON,TAS
3523,LADYS PASS,VIC
2652,LADYSMITH,NSW
3480,LAEN,VIC
3480,LAEN EAST,VIC
3480,LAEN NORTH,VIC
5267,LAFFER,SA
2795,LAFFING WATERS,NSW
2583,LAGGAN,NSW
4721,LAGLAN,QLD
2480,LAGOON GRASS,NSW
4570,LAGOON POCKET,QLD
6725,LAGRANGE,WA
2325,LAGUNA,NSW
4800,LAGUNA QUAYS,QLD
3393,LAH,VIC
3401,LAHARUM,VIC
4341,LAIDLEY,QLD
4341,LAIDLEY CREEK WEST,QLD
4341,LAIDLEY HEIGHTS,QLD
4341,LAIDLEY NORTH,QLD
4341,LAIDLEY SOUTH,QLD
852,LAJAMANU,NT
2650,LAKE ALBERT,NSW
5259,LAKE ALBERT,SA
5259,LAKE ALEXANDRINA,SA
6743,LAKE ARGYLE,WA
6640,LAKE AUSTIN,WA
4884,LAKE BARRINE,QLD
2580,LAKE BATHURST,NSW
822,LAKE BENNETT,NT
6355,LAKE BIDDY,WA
3584,LAKE BOGA,VIC
3351,LAKE BOLAC,VIC
4570,LAKE BORUMBA,QLD
2675,LAKE BREWSTER,NSW
6479,LAKE BROWN,WA
3480,LAKE BULOKE,VIC
3909,LAKE BUNGA,VIC
2820,LAKE BURRENDONG,NSW
6355,LAKE CAMM,WA
2672,LAKE CARGELLIGO,NSW
5238,LAKE CARLET,SA
6646,LAKE CARNEGIE,WA
2445,LAKE CATHIE,NSW
3581,LAKE CHARM,VIC
4343,LAKE CLARENDON,QLD
6215,LAKE CLIFTON,WA
3303,LAKE CONDAH,VIC
2539,LAKE CONJOLA,NSW
6166,LAKE COOGEE,WA
4565,LAKE COOTHARABA,QLD
2671,LAKE COWAL,NSW
6438,LAKE DARLOT,WA
6484,LAKE DEBORAH,WA
4884,LAKE EACHAM,QLD
3713,LAKE EILDON,VIC
3551,LAKE EPPALOCK,VIC
5717,LAKE EVERARD,SA
5733,LAKE EYRE,SA
5440,LAKE FROME,SA
3381,LAKE FYANS,VIC
5717,LAKE GAIRDNER,SA
3355,LAKE GARDENS,VIC
2581,LAKE GEORGE,NSW
5611,LAKE GILLES,SA
3373,LAKE GOLDSMITH,VIC
6353,LAKE GRACE,WA
5719,LAKE HARRIS,SA
2263,LAKE HAVEN,NSW
2502,LAKE HEIGHTS,NSW
2462,LAKE HIAWATHA,NSW
3423,LAKE HINDMARSH,VIC
6603,LAKE HINDS,WA
3691,LAKE HUME VILLAGE,NSW
2528,LAKE ILLAWARRA,NSW
2446,LAKE INNES,NSW
6260,LAKE JASPER,WA
6356,LAKE KING,WA
7210,LAKE LEAKE,TAS
3381,LAKE LONSDALE,VIC
4563,LAKE MACDONALD,QLD
5717,LAKE MACFARLANE,SA
872,LAKE MACKAY,NT
4306,LAKE MANCHESTER,QLD
7467,LAKE MARGARET,TAS
6475,LAKE MARGARETTE,WA
3525,LAKE MARMAL,VIC
4703,LAKE MARY,QLD
3579,LAKE MERAN,VIC
3673,LAKE MOKOAN,VIC
4671,LAKE MONDURAN,QLD
3685,LAKE MOODEMERE,VIC
4310,LAKE MOOGERAH,QLD
4870,LAKE MORRIS,QLD
6258,LAKE MUIR,WA
3312,LAKE MUNDI,VIC
2259,LAKE MUNMORAH,NSW
6603,LAKE NINAN,WA
4878,LAKE PLACID,QLD
5255,LAKE PLAINS,SA
3597,LAKE POWELL,VIC
4800,LAKE PROSERPINE,QLD
3727,LAKE ROWAN,VIC
7030,LAKE SORELL,TAS
7140,LAKE ST CLAIR,TAS
2539,LAKE TABOURIE,NSW
4872,LAKE TINAROO,QLD
6320,LAKE TOOLBRUNUP,WA
5713,LAKE TORRENS,SA
5713,LAKE TORRENS STATION,SA
3887,LAKE TYERS,VIC
3909,LAKE TYERS BEACH,VIC
3533,LAKE TYRRELL,VIC
5555,LAKE VIEW,SA
3851,LAKE WELLINGTON,VIC
6440,LAKE WELLS,WA
3350,LAKE WENDOUREE,VIC
4311,LAKE WIVENHOE,QLD
3373,LAKE WONGAN,VIC
2680,LAKE WYANGAN,NSW
4892,LAKEFIELD,QLD
4871,LAKELAND,QLD
4871,LAKELAND DOWNS,QLD
2282,LAKELANDS,NSW
6180,LAKELANDS,WA
6210,LAKELANDS,WA
2195,LAKEMBA,NSW
2195,LAKEMBA DC,NSW
4701,LAKES CREEK,QLD
3909,LAKES ENTRANCE,VIC
4621,LAKESIDE,QLD
4872,LAKESIDE ESTATE,QLD
2572,LAKESLAND,NSW
2443,LAKEWOOD,NSW
6431,LAKEWOOD,WA
3352,LAL LAL,VIC
3644,LALALTY,NSW
3542,LALBERT,VIC
7267,LALLA,TAS
3075,LALOR,VIC
2147,LALOR PARK,NSW
3075,LALOR PLAZA,VIC
4184,LAMB ISLAND,QLD
4870,LAMB RANGE,QLD
822,LAMBELLS LAGOON,NT
872,LAMBINA,SA
2335,LAMBS VALLEY,NSW
2370,LAMBS VALLEY,NSW
2299,LAMBTON,NSW
5302,LAMEROO,SA
4285,LAMINGTON,QLD
6430,LAMINGTON,WA
4275,LAMINGTON NATIONAL PARK,QLD
4703,LAMMERMOOR,QLD
4703,LAMMERMOOR BEACH,QLD
3352,LAMPLOUGH,VIC
3620,LANCASTER,VIC
3995,LANCE CREEK,VIC
3435,LANCEFIELD,VIC
6044,LANCELIN,WA
4555,LANDERS SHOOT,QLD
2652,LANDERVALE,NSW
2663,LANDERVALE,NSW
3384,LANDSBOROUGH,VIC
4550,LANDSBOROUGH,QLD
3384,LANDSBOROUGH WEST,VIC
6065,LANDSDALE,WA
1595,LANE COVE,NSW
1597,LANE COVE,NSW
2066,LANE COVE,NSW
1602,LANE COVE DC,NSW
2066,LANE COVE NORTH,NSW
2066,LANE COVE WEST,NSW
4340,LANEFIELD,QLD
7275,LANENA,TAS
3984,LANG LANG,VIC
3984,LANG LANG EAST,VIC
